County,indicator,indicator1,values
Bungoma,limit_sex,HIV knowledge: Men (15-24),80
Bungoma,using_condoms,HIV knowledge: Men (15-24),69.4
Bungoma,hivprevention_knowledge,HIV knowledge: Men (15-24),36.1
Busia,limit_sex,HIV knowledge: Men (15-24),82.9
Busia,using_condoms,HIV knowledge: Men (15-24),75.9
Busia,hivprevention_knowledge,HIV knowledge: Men (15-24),38.3
Siaya,limit_sex,HIV knowledge: Men (15-24),91.5
Siaya,using_condoms,HIV knowledge: Men (15-24),83
Siaya,hivprevention_knowledge,HIV knowledge: Men (15-24),39.9
Kisumu,limit_sex,HIV knowledge: Men (15-24),99.4
Kisumu,using_condoms,HIV knowledge: Men (15-24),97
Kisumu,hivprevention_knowledge,HIV knowledge: Men (15-24),78.9
Homa Bay,limit_sex,HIV knowledge: Men (15-24),77
Homa Bay,using_condoms,HIV knowledge: Men (15-24),82.3
Homa Bay,hivprevention_knowledge,HIV knowledge: Men (15-24),49.4
Migori,limit_sex,HIV knowledge: Men (15-24),99.1
Migori,using_condoms,HIV knowledge: Men (15-24),94.5
Migori,hivprevention_knowledge,HIV knowledge: Men (15-24),62.7
Kisii,limit_sex,HIV knowledge: Men (15-24),99.2
Kisii,using_condoms,HIV knowledge: Men (15-24),97.7
Kisii,hivprevention_knowledge,HIV knowledge: Men (15-24),95
Nyamira,limit_sex,HIV knowledge: Men (15-24),84.6
Nyamira,using_condoms,HIV knowledge: Men (15-24),75.6
Nyamira,hivprevention_knowledge,HIV knowledge: Men (15-24),51.9
Nairobi,limit_sex,HIV knowledge: Men (15-24),98.9
Nairobi,using_condoms,HIV knowledge: Men (15-24),95.6
Nairobi,hivprevention_knowledge,HIV knowledge: Men (15-24),74.2
Mombasa,ever_tested,HIV testing: Women,90.3
Mombasa,recieved_results,HIV testing: Women,89.9
Mombasa,received_results_last_test,HIV testing: Women,49
Mombasa,never_tested,HIV testing: Women,9.7
Mombasa,not_recieve_results,HIV testing: Women,0.4
Kwale,ever_tested,HIV testing: Women,73.5
Kwale,recieved_results,HIV testing: Women,73.5
Kwale,received_results_last_test,HIV testing: Women,38.5
Kwale,never_tested,HIV testing: Women,26.5
Kwale,not_recieve_results,HIV testing: Women,0
Kilifi,ever_tested,HIV testing: Women,83
Kilifi,recieved_results,HIV testing: Women,82.7
Kilifi,received_results_last_test,HIV testing: Women,39.8
Kilifi,never_tested,HIV testing: Women,17
Kilifi,not_recieve_results,HIV testing: Women,0.4
Tana River,ever_tested,HIV testing: Women,73.6
Tana River,recieved_results,HIV testing: Women,73.2
Tana River,received_results_last_test,HIV testing: Women,29.3
Tana River,never_tested,HIV testing: Women,26.4
Tana River,not_recieve_results,HIV testing: Women,0.4
Lamu,ever_tested,HIV testing: Women,80.8
Lamu,recieved_results,HIV testing: Women,80.2
Lamu,received_results_last_test,HIV testing: Women,35.5
Lamu,never_tested,HIV testing: Women,19.2
Lamu,not_recieve_results,HIV testing: Women,0.6
Taita Taveta,ever_tested,HIV testing: Women,92.3
Taita Taveta,recieved_results,HIV testing: Women,91.9
Taita Taveta,received_results_last_test,HIV testing: Women,45.3
Taita Taveta,never_tested,HIV testing: Women,7.7
Taita Taveta,not_recieve_results,HIV testing: Women,0.5
Garissa,ever_tested,HIV testing: Women,52.4
Garissa,recieved_results,HIV testing: Women,52.4
Garissa,received_results_last_test,HIV testing: Women,18.6
Garissa,never_tested,HIV testing: Women,47.6
Garissa,not_recieve_results,HIV testing: Women,0
Wajir,ever_tested,HIV testing: Women,49.2
Wajir,recieved_results,HIV testing: Women,49.2
Wajir,received_results_last_test,HIV testing: Women,16.7
Wajir,never_tested,HIV testing: Women,50.8
Wajir,not_recieve_results,HIV testing: Women,0
Mandera,ever_tested,HIV testing: Women,21
Mandera,recieved_results,HIV testing: Women,16.5
Mandera,received_results_last_test,HIV testing: Women,4.9
Mandera,never_tested,HIV testing: Women,79
Mandera,not_recieve_results,HIV testing: Women,4.5
Marsabit,ever_tested,HIV testing: Women,55.1
Marsabit,recieved_results,HIV testing: Women,53.1
Marsabit,received_results_last_test,HIV testing: Women,17.4
Marsabit,never_tested,HIV testing: Women,44.9
Marsabit,not_recieve_results,HIV testing: Women,2
Isiolo,ever_tested,HIV testing: Women,76.1
Isiolo,recieved_results,HIV testing: Women,75.9
Isiolo,received_results_last_test,HIV testing: Women,28.8
Isiolo,never_tested,HIV testing: Women,23.9
Isiolo,not_recieve_results,HIV testing: Women,0.2
Meru,ever_tested,HIV testing: Women,87.4
Meru,recieved_results,HIV testing: Women,85.3
Meru,received_results_last_test,HIV testing: Women,38.8
Meru,never_tested,HIV testing: Women,12.6
Meru,not_recieve_results,HIV testing: Women,2.1
Tharaka Nithi,ever_tested,HIV testing: Women,92.2
Tharaka Nithi,recieved_results,HIV testing: Women,91.6
Tharaka Nithi,received_results_last_test,HIV testing: Women,49.6
Tharaka Nithi,never_tested,HIV testing: Women,7.8
Tharaka Nithi,not_recieve_results,HIV testing: Women,0.6
Embu,ever_tested,HIV testing: Women,86.6
Embu,recieved_results,HIV testing: Women,86.4
Embu,received_results_last_test,HIV testing: Women,39
Embu,never_tested,HIV testing: Women,13.4
Embu,not_recieve_results,HIV testing: Women,0.2
Kitui,ever_tested,HIV testing: Women,76.6
Kitui,recieved_results,HIV testing: Women,76.6
Kitui,received_results_last_test,HIV testing: Women,25.2
Kitui,never_tested,HIV testing: Women,23.4
Kitui,not_recieve_results,HIV testing: Women,0
Machakos,ever_tested,HIV testing: Women,87.9
Machakos,recieved_results,HIV testing: Women,86.5
Machakos,received_results_last_test,HIV testing: Women,46.2
Machakos,never_tested,HIV testing: Women,12.1
Machakos,not_recieve_results,HIV testing: Women,1.4
Makueni,ever_tested,HIV testing: Women,85.5
Makueni,recieved_results,HIV testing: Women,85
Makueni,received_results_last_test,HIV testing: Women,53.5
Makueni,never_tested,HIV testing: Women,14.5
Makueni,not_recieve_results,HIV testing: Women,0.5
Nyandarua,ever_tested,HIV testing: Women,84.1
Nyandarua,recieved_results,HIV testing: Women,82.7
Nyandarua,received_results_last_test,HIV testing: Women,46.8
Nyandarua,never_tested,HIV testing: Women,15.9
Nyandarua,not_recieve_results,HIV testing: Women,1.4
Nyeri,ever_tested,HIV testing: Women,90.5
Nyeri,recieved_results,HIV testing: Women,90
Nyeri,received_results_last_test,HIV testing: Women,55.6
Nyeri,never_tested,HIV testing: Women,9.5
Nyeri,not_recieve_results,HIV testing: Women,0.5
Kirinyaga,ever_tested,HIV testing: Women,92.2
Kirinyaga,recieved_results,HIV testing: Women,91.6
Kirinyaga,received_results_last_test,HIV testing: Women,48.8
Kirinyaga,never_tested,HIV testing: Women,7.8
Kirinyaga,not_recieve_results,HIV testing: Women,0.6
Muranga,ever_tested,HIV testing: Women,93.3
Muranga,recieved_results,HIV testing: Women,92.2
Muranga,received_results_last_test,HIV testing: Women,51.7
Muranga,never_tested,HIV testing: Women,6.7
Muranga,not_recieve_results,HIV testing: Women,1.1
Kiambu,ever_tested,HIV testing: Women,91.1
Kiambu,recieved_results,HIV testing: Women,90.1
Kiambu,received_results_last_test,HIV testing: Women,49.9
Kiambu,never_tested,HIV testing: Women,8.9
Kiambu,not_recieve_results,HIV testing: Women,1
Turkana,ever_tested,HIV testing: Women,92
Turkana,recieved_results,HIV testing: Women,92
Turkana,received_results_last_test,HIV testing: Women,71.7
Turkana,never_tested,HIV testing: Women,8
Turkana,not_recieve_results,HIV testing: Women,0
West Pokot,ever_tested,HIV testing: Women,80.2
West Pokot,recieved_results,HIV testing: Women,79
West Pokot,received_results_last_test,HIV testing: Women,37.6
West Pokot,never_tested,HIV testing: Women,19.8
West Pokot,not_recieve_results,HIV testing: Women,1.3
Samburu,ever_tested,HIV testing: Women,80.8
Samburu,recieved_results,HIV testing: Women,80.7
Samburu,received_results_last_test,HIV testing: Women,38.1
Samburu,never_tested,HIV testing: Women,19.2
Samburu,not_recieve_results,HIV testing: Women,0.2
Trans Nzoia,ever_tested,HIV testing: Women,81.5
Trans Nzoia,recieved_results,HIV testing: Women,81.5
Trans Nzoia,received_results_last_test,HIV testing: Women,48
Trans Nzoia,never_tested,HIV testing: Women,18.5
Trans Nzoia,not_recieve_results,HIV testing: Women,0
Uasin Gishu,ever_tested,HIV testing: Women,86
Uasin Gishu,recieved_results,HIV testing: Women,84.9
Uasin Gishu,received_results_last_test,HIV testing: Women,46.8
Uasin Gishu,never_tested,HIV testing: Women,14
Uasin Gishu,not_recieve_results,HIV testing: Women,1.1
Elgeyo Marakwet,ever_tested,HIV testing: Women,89.1
Elgeyo Marakwet,recieved_results,HIV testing: Women,88.4
Elgeyo Marakwet,received_results_last_test,HIV testing: Women,45.2
Elgeyo Marakwet,never_tested,HIV testing: Women,10.9
Elgeyo Marakwet,not_recieve_results,HIV testing: Women,0.7
Nandi,ever_tested,HIV testing: Women,80.2
Nandi,recieved_results,HIV testing: Women,79.9
Nandi,received_results_last_test,HIV testing: Women,42.4
Nandi,never_tested,HIV testing: Women,19.8
Nandi,not_recieve_results,HIV testing: Women,0.3
Baringo,ever_tested,HIV testing: Women,81.4
Baringo,recieved_results,HIV testing: Women,80.3
Baringo,received_results_last_test,HIV testing: Women,37.1
Baringo,never_tested,HIV testing: Women,18.6
Baringo,not_recieve_results,HIV testing: Women,1.1
Laikipia,ever_tested,HIV testing: Women,88.2
Laikipia,recieved_results,HIV testing: Women,88.2
Laikipia,received_results_last_test,HIV testing: Women,46.8
Laikipia,never_tested,HIV testing: Women,11.8
Laikipia,not_recieve_results,HIV testing: Women,0
Nakuru,ever_tested,HIV testing: Women,87
Nakuru,recieved_results,HIV testing: Women,86.3
Nakuru,received_results_last_test,HIV testing: Women,42.7
Nakuru,never_tested,HIV testing: Women,13
Nakuru,not_recieve_results,HIV testing: Women,0.7
Narok,ever_tested,HIV testing: Women,85
Narok,recieved_results,HIV testing: Women,84.1
Narok,received_results_last_test,HIV testing: Women,48.5
Narok,never_tested,HIV testing: Women,15
Narok,not_recieve_results,HIV testing: Women,0.9
Kajiado,ever_tested,HIV testing: Women,86.9
Kajiado,recieved_results,HIV testing: Women,86.1
Kajiado,received_results_last_test,HIV testing: Women,48.4
Kajiado,never_tested,HIV testing: Women,13.1
Kajiado,not_recieve_results,HIV testing: Women,0.7
Kericho,ever_tested,HIV testing: Women,84.8
Kericho,recieved_results,HIV testing: Women,81.8
Kericho,received_results_last_test,HIV testing: Women,36.8
Kericho,never_tested,HIV testing: Women,15.2
Kericho,not_recieve_results,HIV testing: Women,3
Bomet,ever_tested,HIV testing: Women,82.5
Bomet,recieved_results,HIV testing: Women,81.9
Bomet,received_results_last_test,HIV testing: Women,43.8
Bomet,never_tested,HIV testing: Women,17.5
Bomet,not_recieve_results,HIV testing: Women,0.6
Kakamega,ever_tested,HIV testing: Women,82.8
Kakamega,recieved_results,HIV testing: Women,82.8
Kakamega,received_results_last_test,HIV testing: Women,45
Kakamega,never_tested,HIV testing: Women,17.2
Kakamega,not_recieve_results,HIV testing: Women,0
Vihiga,ever_tested,HIV testing: Women,76.9
Vihiga,recieved_results,HIV testing: Women,76.5
Vihiga,received_results_last_test,HIV testing: Women,44.4
Vihiga,never_tested,HIV testing: Women,23.1
Vihiga,not_recieve_results,HIV testing: Women,0.3
Bungoma,ever_tested,HIV testing: Women,75.5
Bungoma,recieved_results,HIV testing: Women,74.3
Bungoma,received_results_last_test,HIV testing: Women,39.3
Bungoma,never_tested,HIV testing: Women,24.5
Bungoma,not_recieve_results,HIV testing: Women,1.3
Busia,ever_tested,HIV testing: Women,78.2
Busia,recieved_results,HIV testing: Women,77.9
Busia,received_results_last_test,HIV testing: Women,46.2
Busia,never_tested,HIV testing: Women,21.8
Busia,not_recieve_results,HIV testing: Women,0.3
Siaya,ever_tested,HIV testing: Women,88.1
Siaya,recieved_results,HIV testing: Women,87.7
Siaya,received_results_last_test,HIV testing: Women,59.2
Siaya,never_tested,HIV testing: Women,11.9
Siaya,not_recieve_results,HIV testing: Women,0.4
Kisumu,ever_tested,HIV testing: Women,95.1
Kisumu,recieved_results,HIV testing: Women,95.1
Kisumu,received_results_last_test,HIV testing: Women,66.5
Kisumu,never_tested,HIV testing: Women,4.9
Kisumu,not_recieve_results,HIV testing: Women,0
Homa Bay,ever_tested,HIV testing: Women,93.8
Homa Bay,recieved_results,HIV testing: Women,93.1
Homa Bay,received_results_last_test,HIV testing: Women,66.3
Homa Bay,never_tested,HIV testing: Women,6.2
Homa Bay,not_recieve_results,HIV testing: Women,0.7
Migori,ever_tested,HIV testing: Women,91.8
Migori,recieved_results,HIV testing: Women,91.3
Migori,received_results_last_test,HIV testing: Women,59.1
Migori,never_tested,HIV testing: Women,8.2
Migori,not_recieve_results,HIV testing: Women,0.5
Kisii,ever_tested,HIV testing: Women,91.7
Kisii,recieved_results,HIV testing: Women,91.5
Kisii,received_results_last_test,HIV testing: Women,63.5
Kisii,never_tested,HIV testing: Women,8.3
Kisii,not_recieve_results,HIV testing: Women,0.3
Nyamira,ever_tested,HIV testing: Women,88.6
Nyamira,recieved_results,HIV testing: Women,88.3
Nyamira,received_results_last_test,HIV testing: Women,56.2
Nyamira,never_tested,HIV testing: Women,11.4
Nyamira,not_recieve_results,HIV testing: Women,0.4
Nairobi,ever_tested,HIV testing: Women,90.2
Nairobi,recieved_results,HIV testing: Women,90.1
Nairobi,received_results_last_test,HIV testing: Women,50.3
Nairobi,never_tested,HIV testing: Women,9.8
Nairobi,not_recieve_results,HIV testing: Women,0.1
Mombasa,ever_tested,HIV testing: Men,80.6
Mombasa,recieved_results,HIV testing: Men,80.2
Mombasa,received_results_last_test,HIV testing: Men,44.3
Mombasa,never_tested,HIV testing: Men,19.4
Mombasa,not_recieve_results,HIV testing: Men,0.4
Kwale,ever_tested,HIV testing: Men,65.7
Kwale,recieved_results,HIV testing: Men,65.2
Kwale,received_results_last_test,HIV testing: Men,40
Kwale,never_tested,HIV testing: Men,34.3
Kwale,not_recieve_results,HIV testing: Men,0.5
Kilifi,ever_tested,HIV testing: Men,65.5
Kilifi,recieved_results,HIV testing: Men,64.8
Kilifi,received_results_last_test,HIV testing: Men,34.3
Kilifi,never_tested,HIV testing: Men,34.5
Kilifi,not_recieve_results,HIV testing: Men,0.7
Tana River,ever_tested,HIV testing: Men,53.4
Tana River,recieved_results,HIV testing: Men,53.3
Tana River,received_results_last_test,HIV testing: Men,14.6
Tana River,never_tested,HIV testing: Men,46.6
Tana River,not_recieve_results,HIV testing: Men,0.1
Lamu,ever_tested,HIV testing: Men,68.1
Lamu,recieved_results,HIV testing: Men,68.1
Lamu,received_results_last_test,HIV testing: Men,37.5
Lamu,never_tested,HIV testing: Men,31.9
Lamu,not_recieve_results,HIV testing: Men,0
Taita Taveta,ever_tested,HIV testing: Men,76
Taita Taveta,recieved_results,HIV testing: Men,76
Taita Taveta,received_results_last_test,HIV testing: Men,45.6
Taita Taveta,never_tested,HIV testing: Men,24
Taita Taveta,not_recieve_results,HIV testing: Men,0
Garissa,ever_tested,HIV testing: Men,51.6
Garissa,recieved_results,HIV testing: Men,51.6
Garissa,received_results_last_test,HIV testing: Men,24.4
Garissa,never_tested,HIV testing: Men,48.4
Garissa,not_recieve_results,HIV testing: Men,0
Wajir,ever_tested,HIV testing: Men,39.5
Wajir,recieved_results,HIV testing: Men,38.8
Wajir,received_results_last_test,HIV testing: Men,14.9
Wajir,never_tested,HIV testing: Men,60.5
Wajir,not_recieve_results,HIV testing: Men,0.7
Mandera,ever_tested,HIV testing: Men,46.1
Mandera,recieved_results,HIV testing: Men,45.9
Mandera,received_results_last_test,HIV testing: Men,24.3
Mandera,never_tested,HIV testing: Men,53.9
Mandera,not_recieve_results,HIV testing: Men,0.2
Marsabit,ever_tested,HIV testing: Men,62.1
Marsabit,recieved_results,HIV testing: Men,61.8
Marsabit,received_results_last_test,HIV testing: Men,25.3
Marsabit,never_tested,HIV testing: Men,37.9
Marsabit,not_recieve_results,HIV testing: Men,0.3
Isiolo,ever_tested,HIV testing: Men,73.7
Isiolo,recieved_results,HIV testing: Men,73
Isiolo,received_results_last_test,HIV testing: Men,39.6
Isiolo,never_tested,HIV testing: Men,26.3
Isiolo,not_recieve_results,HIV testing: Men,0.7
Meru,ever_tested,HIV testing: Men,69.5
Meru,recieved_results,HIV testing: Men,69.5
Meru,received_results_last_test,HIV testing: Men,31.1
Meru,never_tested,HIV testing: Men,30.5
Meru,not_recieve_results,HIV testing: Men,0
Tharaka Nithi,ever_tested,HIV testing: Men,70.2
Tharaka Nithi,recieved_results,HIV testing: Men,69.9
Tharaka Nithi,received_results_last_test,HIV testing: Men,33.9
Tharaka Nithi,never_tested,HIV testing: Men,29.8
Tharaka Nithi,not_recieve_results,HIV testing: Men,0.3
Embu,ever_tested,HIV testing: Men,69.1
Embu,recieved_results,HIV testing: Men,68.7
Embu,received_results_last_test,HIV testing: Men,35.1
Embu,never_tested,HIV testing: Men,30.9
Embu,not_recieve_results,HIV testing: Men,0.3
Kitui,ever_tested,HIV testing: Men,59.6
Kitui,recieved_results,HIV testing: Men,59.6
Kitui,received_results_last_test,HIV testing: Men,29.6
Kitui,never_tested,HIV testing: Men,40.4
Kitui,not_recieve_results,HIV testing: Men,0
Machakos,ever_tested,HIV testing: Men,76.9
Machakos,recieved_results,HIV testing: Men,76.9
Machakos,received_results_last_test,HIV testing: Men,34.8
Machakos,never_tested,HIV testing: Men,23.1
Machakos,not_recieve_results,HIV testing: Men,0
Makueni,ever_tested,HIV testing: Men,77.7
Makueni,recieved_results,HIV testing: Men,76.7
Makueni,received_results_last_test,HIV testing: Men,41
Makueni,never_tested,HIV testing: Men,22.3
Makueni,not_recieve_results,HIV testing: Men,1
Nyandarua,ever_tested,HIV testing: Men,69.4
Nyandarua,recieved_results,HIV testing: Men,68
Nyandarua,received_results_last_test,HIV testing: Men,34.8
Nyandarua,never_tested,HIV testing: Men,30.6
Nyandarua,not_recieve_results,HIV testing: Men,1.3
Nyeri,ever_tested,HIV testing: Men,78.5
Nyeri,recieved_results,HIV testing: Men,77.7
Nyeri,received_results_last_test,HIV testing: Men,40.2
Nyeri,never_tested,HIV testing: Men,21.5
Nyeri,not_recieve_results,HIV testing: Men,0.8
Kirinyaga,ever_tested,HIV testing: Men,75.4
Kirinyaga,recieved_results,HIV testing: Men,75.4
Kirinyaga,received_results_last_test,HIV testing: Men,35.7
Kirinyaga,never_tested,HIV testing: Men,24.6
Kirinyaga,not_recieve_results,HIV testing: Men,0
Muranga,ever_tested,HIV testing: Men,80.5
Muranga,recieved_results,HIV testing: Men,78
Muranga,received_results_last_test,HIV testing: Men,42
Muranga,never_tested,HIV testing: Men,19.5
Muranga,not_recieve_results,HIV testing: Men,2.6
Kiambu,ever_tested,HIV testing: Men,76.7
Kiambu,recieved_results,HIV testing: Men,76.1
Kiambu,received_results_last_test,HIV testing: Men,31.7
Kiambu,never_tested,HIV testing: Men,23.3
Kiambu,not_recieve_results,HIV testing: Men,0.6
Turkana,ever_tested,HIV testing: Men,72.7
Turkana,recieved_results,HIV testing: Men,72.7
Turkana,received_results_last_test,HIV testing: Men,49.6
Turkana,never_tested,HIV testing: Men,27.3
Turkana,not_recieve_results,HIV testing: Men,0
West Pokot,ever_tested,HIV testing: Men,61.4
West Pokot,recieved_results,HIV testing: Men,61.4
West Pokot,received_results_last_test,HIV testing: Men,34.1
West Pokot,never_tested,HIV testing: Men,38.6
West Pokot,not_recieve_results,HIV testing: Men,0.1
Samburu,ever_tested,HIV testing: Men,68.6
Samburu,recieved_results,HIV testing: Men,68.6
Samburu,received_results_last_test,HIV testing: Men,41.4
Samburu,never_tested,HIV testing: Men,31.4
Samburu,not_recieve_results,HIV testing: Men,0
Trans Nzoia,ever_tested,HIV testing: Men,66.2
Trans Nzoia,recieved_results,HIV testing: Men,65.8
Trans Nzoia,received_results_last_test,HIV testing: Men,33.4
Trans Nzoia,never_tested,HIV testing: Men,33.8
Trans Nzoia,not_recieve_results,HIV testing: Men,0.3
Uasin Gishu,ever_tested,HIV testing: Men,79.2
Uasin Gishu,recieved_results,HIV testing: Men,79
Uasin Gishu,received_results_last_test,HIV testing: Men,44.9
Uasin Gishu,never_tested,HIV testing: Men,20.8
Uasin Gishu,not_recieve_results,HIV testing: Men,0.2
Elgeyo Marakwet,ever_tested,HIV testing: Men,66.9
Elgeyo Marakwet,recieved_results,HIV testing: Men,65.6
Elgeyo Marakwet,received_results_last_test,HIV testing: Men,38.8
Elgeyo Marakwet,never_tested,HIV testing: Men,33.1
Elgeyo Marakwet,not_recieve_results,HIV testing: Men,1.2
Nandi,ever_tested,HIV testing: Men,53.8
Nandi,recieved_results,HIV testing: Men,51.2
Nandi,received_results_last_test,HIV testing: Men,28.1
Nandi,never_tested,HIV testing: Men,46.2
Nandi,not_recieve_results,HIV testing: Men,2.6
Baringo,ever_tested,HIV testing: Men,52.6
Baringo,recieved_results,HIV testing: Men,52.1
Baringo,received_results_last_test,HIV testing: Men,26.3
Baringo,never_tested,HIV testing: Men,47.4
Baringo,not_recieve_results,HIV testing: Men,0.5
Laikipia,ever_tested,HIV testing: Men,74.2
Laikipia,recieved_results,HIV testing: Men,73.5
Laikipia,received_results_last_test,HIV testing: Men,33.7
Laikipia,never_tested,HIV testing: Men,25.8
Laikipia,not_recieve_results,HIV testing: Men,0.7
Nakuru,ever_tested,HIV testing: Men,60.3
Nakuru,recieved_results,HIV testing: Men,60.1
Nakuru,received_results_last_test,HIV testing: Men,30.5
Nakuru,never_tested,HIV testing: Men,39.7
Nakuru,not_recieve_results,HIV testing: Men,0.3
Narok,ever_tested,HIV testing: Men,74.9
Narok,recieved_results,HIV testing: Men,74.9
Narok,received_results_last_test,HIV testing: Men,55.3
Narok,never_tested,HIV testing: Men,25.1
Narok,not_recieve_results,HIV testing: Men,0
Kajiado,ever_tested,HIV testing: Men,75.5
Kajiado,recieved_results,HIV testing: Men,75.5
Kajiado,received_results_last_test,HIV testing: Men,35.7
Kajiado,never_tested,HIV testing: Men,24.5
Kajiado,not_recieve_results,HIV testing: Men,0
Kericho,ever_tested,HIV testing: Men,70.7
Kericho,recieved_results,HIV testing: Men,69.7
Kericho,received_results_last_test,HIV testing: Men,38.3
Kericho,never_tested,HIV testing: Men,29.3
Kericho,not_recieve_results,HIV testing: Men,0.9
Bomet,ever_tested,HIV testing: Men,73.1
Bomet,recieved_results,HIV testing: Men,72.6
Bomet,received_results_last_test,HIV testing: Men,35.6
Bomet,never_tested,HIV testing: Men,26.9
Bomet,not_recieve_results,HIV testing: Men,0.5
Kakamega,ever_tested,HIV testing: Men,55.4
Kakamega,recieved_results,HIV testing: Men,55.4
Kakamega,received_results_last_test,HIV testing: Men,32.2
Kakamega,never_tested,HIV testing: Men,44.6
Kakamega,not_recieve_results,HIV testing: Men,0
Vihiga,ever_tested,HIV testing: Men,60
Vihiga,recieved_results,HIV testing: Men,60
Vihiga,received_results_last_test,HIV testing: Men,26.7
Vihiga,never_tested,HIV testing: Men,40
Vihiga,not_recieve_results,HIV testing: Men,0
Bungoma,ever_tested,HIV testing: Men,57.2
Bungoma,recieved_results,HIV testing: Men,56.9
Bungoma,received_results_last_test,HIV testing: Men,30.8
Bungoma,never_tested,HIV testing: Men,42.8
Bungoma,not_recieve_results,HIV testing: Men,0.3
Busia,ever_tested,HIV testing: Men,63.4
Busia,recieved_results,HIV testing: Men,62.2
Busia,received_results_last_test,HIV testing: Men,30.2
Busia,never_tested,HIV testing: Men,36.6
Busia,not_recieve_results,HIV testing: Men,1.2
Siaya,ever_tested,HIV testing: Men,78.1
Siaya,recieved_results,HIV testing: Men,78.1
Siaya,received_results_last_test,HIV testing: Men,42.7
Siaya,never_tested,HIV testing: Men,21.9
Siaya,not_recieve_results,HIV testing: Men,0
Kisumu,ever_tested,HIV testing: Men,84.3
Kisumu,recieved_results,HIV testing: Men,84
Kisumu,received_results_last_test,HIV testing: Men,59
Kisumu,never_tested,HIV testing: Men,15.7
Kisumu,not_recieve_results,HIV testing: Men,0.3
Homa Bay,ever_tested,HIV testing: Men,86.6
Homa Bay,recieved_results,HIV testing: Men,85.1
Homa Bay,received_results_last_test,HIV testing: Men,53.5
Homa Bay,never_tested,HIV testing: Men,13.4
Homa Bay,not_recieve_results,HIV testing: Men,1.5
Migori,ever_tested,HIV testing: Men,82.9
Migori,recieved_results,HIV testing: Men,82.4
Migori,received_results_last_test,HIV testing: Men,53.7
Migori,never_tested,HIV testing: Men,17.1
Migori,not_recieve_results,HIV testing: Men,0.5
Kisii,ever_tested,HIV testing: Men,81
Kisii,recieved_results,HIV testing: Men,80.7
Kisii,received_results_last_test,HIV testing: Men,47.2
Kisii,never_tested,HIV testing: Men,19
Kisii,not_recieve_results,HIV testing: Men,0.3
Nyamira,ever_tested,HIV testing: Men,73.6
Nyamira,recieved_results,HIV testing: Men,73.6
Nyamira,received_results_last_test,HIV testing: Men,44
Nyamira,never_tested,HIV testing: Men,26.4
Nyamira,not_recieve_results,HIV testing: Men,0
Nairobi,ever_tested,HIV testing: Men,89.2
Nairobi,recieved_results,HIV testing: Men,89.1
Nairobi,received_results_last_test,HIV testing: Men,50.3
Nairobi,never_tested,HIV testing: Men,10.8
Nairobi,not_recieve_results,HIV testing: Men,0.2
